,year,population,zipcode
10128,2010,1007,13081
10129,2011,1013,13081
10130,2012,1010,13081
10131,2013,990,13081
10132,2014,940,13081
10133,2015,920,13081
10134,2005,4740,13082
10135,2006,4505,13082
10136,2007,4772,13082
10137,2008,4395,13082
10138,2009,4326,13082
10139,2010,4336,13082
10140,2011,4310,13082
10141,2012,4410,13082
10142,2013,4270,13082
10143,2014,4150,13082
10144,2015,4140,13082
10145,2005,1766,13083
10146,2006,1697,13083
10147,2007,1780,13083
10148,2008,1648,13083
10149,2009,1661,13083
10150,2010,1673,13083
10151,2011,1666,13083
10152,2012,1620,13083
10153,2013,1600,13083
10154,2014,1610,13083
10155,2015,1570,13083
10156,2005,4527,13084
10157,2006,4295,13084
10158,2007,4514,13084
10159,2008,4306,13084
10160,2009,4254,13084
10161,2010,4312,13084
10162,2011,4287,13084
10163,2012,4220,13084
10164,2013,4090,13084
10165,2014,4180,13084
10166,2015,4110,13084
10167,2005,20783,13088
10168,2006,19997,13088
10169,2007,21172,13088
10170,2008,20078,13088
10171,2009,20173,13088
10172,2010,19894,13088
10173,2011,19984,13088
10174,2012,20000,13088
10175,2013,19940,13088
10176,2014,20100,13088
10177,2015,20030,13088
10178,2005,30296,13090
10179,2006,28722,13090
10180,2007,29621,13090
10181,2008,28686,13090
10182,2009,28696,13090
10183,2010,28640,13090
10184,2011,28601,13090
10185,2012,28670,13090
10186,2013,28760,13090
10187,2014,29040,13090
10188,2015,29020,13090
10189,2005,2279,13092
10190,2006,2175,13092
10191,2007,2372,13092
10192,2008,2254,13092
10193,2009,2237,13092
10194,2010,2267,13092
10195,2011,2266,13092
10196,2012,2280,13092
10197,2013,2240,13092
10198,2014,2250,13092
10199,2015,2260,13092
10200,2005,2447,13101
10201,2006,2395,13101
10202,2007,2525,13101
10203,2008,2336,13101
10204,2009,2326,13101
10205,2010,2376,13101
10206,2011,2281,13101
10207,2012,2340,13101
10208,2013,2320,13101
10209,2014,2290,13101
10210,2015,2230,13101
10211,2005,328,13103
10212,2006,298,13103
10213,2007,369,13103
10214,2009,356,13103
10215,2010,365,13103
10216,2011,357,13103
10217,2012,330,13103
10218,2013,340,13103
10219,2014,320,13103
10220,2015,330,13103
10221,2005,16326,13104
10222,2006,15250,13104
10223,2007,16025,13104
10224,2008,15618,13104
10225,2009,15660,13104
10226,2010,15712,13104
10227,2011,15692,13104
10228,2012,15700,13104
10229,2013,15680,13104
10230,2014,15540,13104
10231,2015,15660,13104
10232,2005,6472,13108
10233,2006,6068,13108
10234,2007,6302,13108
10235,2008,6102,13108
10236,2009,6002,13108
10237,2010,6076,13108
10238,2011,6120,13108
10239,2012,6040,13108
10240,2013,6010,13108
10241,2014,5990,13108
10242,2015,5870,13108
10243,2005,2345,13110
10244,2006,2200,13110
10245,2007,2315,13110
10246,2008,2256,13110
10247,2009,2207,13110
10248,2010,2226,13110
10249,2011,2211,13110
10250,2012,2140,13110
10251,2013,2110,13110
10252,2014,2100,13110
10253,2015,2050,13110
10254,2005,1554,13111
10255,2006,1535,13111
10256,2007,1663,13111
10257,2008,1496,13111
10258,2009,1475,13111
10259,2010,1420,13111
10260,2011,1447,13111
10261,2012,1450,13111
10262,2013,1430,13111
10263,2014,1420,13111
10264,2015,1430,13111
10265,2005,1845,13112
10266,2006,1772,13112
10267,2007,1878,13112
10268,2008,1826,13112
10269,2009,1776,13112
10270,2010,1801,13112
10271,2011,1740,13112
10272,2012,1710,13112
10273,2013,1710,13112
10274,2014,1690,13112
10275,2015,1740,13112
10276,2005,6305,13114
10277,2006,6063,13114
10278,2007,6395,13114
10279,2008,6038,13114
10280,2009,5935,13114
10281,2010,6026,13114
10282,2011,5835,13114
10283,2012,5800,13114
10284,2013,5840,13114
10285,2014,5710,13114
10286,2015,5690,13114
10287,2005,3225,13116
10288,2006,3120,13116
10289,2007,3308,13116
10290,2008,3230,13116
10291,2009,3249,13116
10292,2010,3333,13116
10293,2011,3387,13116
10294,2012,3370,13116
10295,2013,3400,13116
10296,2014,3430,13116
10297,2015,3410,13116
10298,2005,5026,13118
10299,2006,4859,13118
10300,2007,5135,13118
10301,2008,4879,13118
10302,2009,4834,13118
10303,2010,4788,13118
10304,2011,4715,13118
10305,2012,4740,13118
10306,2013,4670,13118
10307,2014,4610,13118
10308,2015,4590,13118
10309,2005,2231,13120
10310,2006,2148,13120
10311,2007,2376,13120
10312,2008,2227,13120
10313,2009,2129,13120
10314,2010,2163,13120
10315,2011,2071,13120
10316,2012,2120,13120
10317,2013,2090,13120
10318,2014,2030,13120
10319,2015,2130,13120
10320,2005,1090,13122
10321,2006,1038,13122
10322,2007,1096,13122
10323,2008,1056,13122
10324,2009,1043,13122
10325,2010,1076,13122
10326,2011,1093,13122
10327,2012,1100,13122
10328,2013,1080,13122
10329,2014,1060,13122
10330,2015,1040,13122
10331,2005,122,13124
10332,2006,132,13124
10333,2007,145,13124
10334,2005,28630,13126
10335,2006,27511,13126
10336,2007,29599,13126
10337,2008,27398,13126
10338,2009,27401,13126
10339,2010,27161,13126
10340,2011,26936,13126
10341,2012,26760,13126
10342,2013,26630,13126
10343,2014,26930,13126
10344,2015,26420,13126
10345,2005,3703,13131
10346,2006,3564,13131
10347,2007,3692,13131
10348,2008,3467,13131
10349,2009,3442,13131
10350,2010,3442,13131
10351,2011,3401,13131
10352,2012,3390,13131
10353,2013,3410,13131
10354,2014,3330,13131
10355,2015,3310,13131
10356,2005,4023,13132
10357,2006,3841,13132
10358,2007,4145,13132
10359,2008,3888,13132
10360,2009,3807,13132
10361,2010,3762,13132
10362,2011,3674,13132
10363,2012,3670,13132
10364,2013,3610,13132
10365,2014,3520,13132
10366,2015,3500,13132
10367,2005,6378,13135
10368,2006,6322,13135
10369,2007,6748,13135
10370,2008,6212,13135
10371,2009,6197,13135
10372,2010,6152,13135
10373,2011,6139,13135
10374,2012,6100,13135
10375,2013,6170,13135
10376,2014,6060,13135
10377,2015,6030,13135
10378,2005,482,13136
10379,2006,455,13136
10380,2007,497,13136
10381,2009,439,13136
10382,2010,433,13136
10383,2011,454,13136
10384,2012,460,13136
10385,2013,410,13136
10386,2014,380,13136
10387,2015,400,13136
10388,2005,4113,13140
10389,2006,3948,13140
10390,2007,4276,13140
10391,2008,3964,13140
10392,2009,3860,13140
10393,2010,3875,13140
10394,2011,3820,13140
10395,2012,3870,13140
10396,2013,3810,13140
10397,2014,3770,13140
10398,2015,3790,13140
10399,2005,665,13141
10400,2006,651,13141
10401,2007,690,13141
10402,2008,660,13141
10403,2009,677,13141
10404,2010,648,13141
10405,2011,672,13141
10406,2012,630,13141
10407,2013,650,13141
10408,2014,640,13141
10409,2015,640,13141
10410,2005,5874,13142
10411,2006,5789,13142
10412,2007,6208,13142
10413,2008,5671,13142
10414,2009,5602,13142
10415,2010,5686,13142
10416,2011,5652,13142
10417,2012,5570,13142
10418,2013,5540,13142
10419,2014,5400,13142
10420,2015,5460,13142
10421,2005,2642,13143
10422,2006,2602,13143
10423,2007,2761,13143
10424,2008,2538,13143
10425,2009,2479,13143
10426,2010,2459,13143
10427,2011,2539,13143
10428,2012,2470,13143
10429,2013,2420,13143
10430,2014,2420,13143
10431,2015,2350,13143
10432,2005,1120,13144
10433,2006,1136,13144
10434,2007,1265,13144
10435,2008,1145,13144
10436,2009,1208,13144
10437,2010,1142,13144
10438,2011,1161,13144
10439,2012,1150,13144
10440,2013,1140,13144
10441,2014,1150,13144
10442,2015,1110,13144
10443,2005,1658,13145
10444,2006,1673,13145
10445,2007,1828,13145
10446,2008,1672,13145
10447,2009,1718,13145
10448,2010,1708,13145
10449,2011,1728,13145
10450,2012,1700,13145
10451,2013,1700,13145
10452,2014,1640,13145
10453,2015,1660,13145
10454,2005,2006,13146
10455,2006,1953,13146
10456,2007,2197,13146
10457,2008,2039,13146
10458,2009,2023,13146
10459,2010,2044,13146
10460,2011,1950,13146
10461,2012,1920,13146
10462,2013,1880,13146
10463,2014,1870,13146
10464,2015,1880,13146
10465,2005,1151,13147
10466,2006,1061,13147
10467,2007,1094,13147
10468,2008,1047,13147
10469,2009,1030,13147
10470,2010,1042,13147
10471,2011,1073,13147
10472,2012,1050,13147
10473,2013,1020,13147
10474,2014,1050,13147
10475,2015,940,13147
10476,2005,9914,13148
10477,2006,9374,13148
10478,2007,10058,13148
10479,2008,9414,13148
10480,2009,9254,13148
10481,2010,9287,13148
10482,2011,9261,13148
10483,2012,9170,13148
10484,2013,9120,13148
10485,2014,9080,13148
10486,2015,9020,13148
10487,2005,8605,13152
10488,2006,7886,13152
10489,2007,8212,13152
10490,2008,7844,13152
10491,2009,7870,13152
10492,2010,7800,13152
10493,2011,7747,13152
10494,2012,7620,13152
10495,2013,7610,13152
10496,2014,7430,13152
10497,2015,7510,13152
10498,2005,556,13155
10499,2006,559,13155
10500,2007,608,13155
10501,2008,569,13155
10502,2009,588,13155
10503,2010,594,13155
10504,2011,566,13155
10505,2012,590,13155
10506,2013,640,13155
10507,2014,580,13155
10508,2015,590,13155
10509,2005,1571,13156
10510,2006,1556,13156
10511,2007,1681,13156
10512,2008,1551,13156
10513,2009,1574,13156
10514,2010,1593,13156
10515,2011,1578,13156
10516,2012,1540,13156
10517,2013,1590,13156
10518,2014,1550,13156
10519,2015,1580,13156
10520,2005,1346,13158
10521,2006,1304,13158
10522,2007,1413,13158
10523,2008,1324,13158
10524,2009,1297,13158
10525,2010,1303,13158
10526,2011,1337,13158
10527,2012,1310,13158
10528,2013,1260,13158
10529,2014,1250,13158
10530,2015,1260,13158
10531,2005,5266,13159
10532,2006,4987,13159
10533,2007,5239,13159
10534,2008,5107,13159
10535,2009,5147,13159
10536,2010,5146,13159
10537,2011,5047,13159
10538,2012,4920,13159
10539,2013,4910,13159
10540,2014,4810,13159
10541,2015,4870,13159
10542,2005,1949,13160
10543,2006,1876,13160
10544,2007,2006,13160
10545,2008,1894,13160
10546,2009,1823,13160
10547,2010,1863,13160
10548,2011,1784,13160
10549,2012,1780,13160
10550,2013,1770,13160
10551,2014,1790,13160
10552,2015,1840,13160
10553,2005,1919,13164
10554,2006,2003,13164
10555,2007,2235,13164
10556,2008,2322,13164
10557,2009,2401,13164
10558,2010,2492,13164
10559,2011,2525,13164
10560,2012,2650,13164
10561,2013,2660,13164
10562,2014,2710,13164
10563,2015,2730,13164
10564,2005,9833,13165
10565,2006,9588,13165
10566,2007,10368,13165
10567,2008,9658,13165
10568,2009,9556,13165
10569,2010,9539,13165
10570,2011,9533,13165
10571,2012,9520,13165
10572,2013,9390,13165
10573,2014,9320,13165
10574,2015,9310,13165
10575,2005,5399,13166
10576,2006,5301,13166
10577,2007,5619,13166
10578,2008,5127,13166
10579,2009,5126,13166
10580,2010,5120,13166
10581,2011,5126,13166
10582,2012,5060,13166
10583,2013,5110,13166
10584,2014,5000,13166
10585,2015,4820,13166
10586,2005,3334,13167
10587,2006,3176,13167
10588,2007,3355,13167
10589,2008,3149,13167
10590,2009,3142,13167
10591,2010,3182,13167
10592,2011,3154,13167
10593,2012,3090,13167
10594,2013,3020,13167
10595,2014,2990,13167
10596,2015,2990,13167
10597,2005,2808,13202
10598,2006,2816,13202
10599,2007,3343,13202
10600,2008,2934,13202
10601,2009,2735,13202
10602,2010,2864,13202
10603,2011,3031,13202
10604,2012,3170,13202
10605,2013,3240,13202
10606,2014,3240,13202
10607,2015,3160,13202
10608,2005,11045,13203
10609,2006,10698,13203
10610,2007,12261,13203
10611,2008,10983,13203
10612,2009,10836,13203
10613,2010,11378,13203
10614,2011,11527,13203
10615,2012,11400,13203
10616,2013,11420,13203
10617,2014,11770,13203
10618,2015,11580,13203
10619,2005,14259,13204
10620,2006,13959,13204
10621,2007,16100,13204
10622,2008,14331,13204
10623,2009,14383,13204
10624,2010,14449,13204
10625,2011,14485,13204
10626,2012,14220,13204
10627,2013,14390,13204
10628,2014,14570,13204
10629,2015,14490,13204
10630,2005,14373,13205
10631,2006,14061,13205
10632,2007,16299,13205
10633,2008,14249,13205
10634,2009,14240,13205
10635,2010,14432,13205
10636,2011,14305,13205
10637,2012,14120,13205
10638,2013,13870,13205
10639,2014,13680,13205
10640,2015,13640,13205
10641,2005,14107,13206
10642,2006,13844,13206
10643,2007,15196,13206
10644,2008,14131,13206
10645,2009,14059,13206
10646,2010,14029,13206
10647,2011,14008,13206
10648,2012,13770,13206
10649,2013,13920,13206
10650,2014,14020,13206
10651,2015,14010,13206
10652,2005,12091,13207
10653,2006,11787,13207
10654,2007,12566,13207
10655,2008,11909,13207
10656,2009,11810,13207
10657,2010,11739,13207
10658,2011,11602,13207
10659,2012,11520,13207
10660,2013,11290,13207
10661,2014,11300,13207
10662,2015,11080,13207
10663,2005,16507,13208
10664,2006,16414,13208
10665,2007,18830,13208
10666,2008,16919,13208
10667,2009,16832,13208
10668,2010,17204,13208
10669,2011,17322,13208
10670,2012,17400,13208
10671,2013,17840,13208
10672,2014,18200,13208
10673,2015,18290,13208
10674,2005,12554,13209
10675,2006,11995,13209
10676,2007,12963,13209
10677,2008,12106,13209
10678,2009,12020,13209
10679,2010,12064,13209
10680,2011,12184,13209
10681,2012,11970,13209
10682,2013,11970,13209
10683,2014,11900,13209
10684,2015,11680,13209
10685,2005,11388,13210
10686,2006,11041,13210
10687,2007,11656,13210
10688,2008,10873,13210
10689,2009,10783,13210
10690,2010,10600,13210
10691,2011,10758,13210
10692,2012,10130,13210
10693,2013,9930,13210
10694,2014,10100,13210
10695,2015,10150,13210
10696,2005,5863,13211
10697,2006,5866,13211
10698,2007,6435,13211
10699,2008,5916,13211
10700,2009,5930,13211
10701,2010,5778,13211
10702,2011,5772,13211
10703,2012,5820,13211
10704,2013,5730,13211
10705,2014,5710,13211
10706,2015,5690,13211
10707,2005,19472,13212
10708,2006,18688,13212
10709,2007,20054,13212
10710,2008,18504,13212
10711,2009,18289,13212
10712,2010,18520,13212
10713,2011,18620,13212
10714,2012,18200,13212
10715,2013,18410,13212
10716,2014,18230,13212
10717,2015,18200,13212
10718,2005,7328,13214
10719,2006,6922,13214
10720,2007,7286,13214
10721,2008,6983,13214
10722,2009,6886,13214
10723,2010,7021,13214
10724,2011,6935,13214
10725,2012,7040,13214
10726,2013,6930,13214
10727,2014,6890,13214
10728,2015,6900,13214
10729,2005,14948,13215
10730,2006,14106,13215
10731,2007,14700,13215
10732,2008,14165,13215
10733,2009,14007,13215
10734,2010,13895,13215
10735,2011,13864,13215
10736,2012,13920,13215
10737,2013,13720,13215
10738,2014,13630,13215
10739,2015,13520,13215
10740,2005,15602,13219
10741,2006,14841,13219
10742,2007,15720,13219
10743,2008,14624,13219
10744,2009,14757,13219
10745,2010,14713,13219
10746,2011,14772,13219
10747,2012,14510,13219
10748,2013,14550,13219
10749,2014,14560,13219
10750,2015,14510,13219
10751,2005,7730,13224
10752,2006,7456,13224
10753,2007,7994,13224
10754,2008,7602,13224
10755,2009,7806,13224
10756,2010,7816,13224
10757,2011,7696,13224
10758,2012,7610,13224
10759,2013,7590,13224
10760,2014,7540,13224
10761,2015,7590,13224
10762,2005,136,13290
10763,2006,120,13290
10764,2007,125,13290
10765,2005,159,13301
10766,2006,156,13301
10767,2007,162,13301
10768,2005,1434,13302
10769,2006,1412,13302
10770,2007,1523,13302
10771,2008,1407,13302
10772,2009,1432,13302
10773,2010,1388,13302
10774,2011,1394,13302
10775,2012,1340,13302
10776,2013,1340,13302
10777,2014,1290,13302
10778,2015,1360,13302
10779,2005,1075,13303
10780,2006,1039,13303
10781,2007,1153,13303
10782,2008,1078,13303
10783,2009,1076,13303
10784,2010,1054,13303
10785,2011,1089,13303
10786,2012,1120,13303
10787,2013,1130,13303
10788,2014,1100,13303
10789,2015,1060,13303
10790,2005,1842,13304
10791,2006,1727,13304
10792,2007,1786,13304
10793,2008,1694,13304
10794,2009,1703,13304
10795,2010,1660,13304
10796,2011,1705,13304
10797,2012,1670,13304
10798,2013,1610,13304
10799,2014,1620,13304
10800,2015,1650,13304
10801,2005,3013,13308
10802,2006,2917,13308
10803,2007,3239,13308
10804,2008,3002,13308
10805,2009,3022,13308
10806,2010,3015,13308
10807,2011,3044,13308
10808,2012,3000,13308
10809,2013,2980,13308
10810,2014,2980,13308
10811,2015,2970,13308
10812,2005,5479,13309
10813,2006,5278,13309
10814,2007,5739,13309
10815,2008,5330,13309
10816,2009,5239,13309
10817,2010,5219,13309
10818,2011,5117,13309
10819,2012,5050,13309
10820,2013,5040,13309
10821,2014,5020,13309
10822,2015,4950,13309
10823,2005,580,13310
10824,2006,548,13310
10825,2007,626,13310
10826,2008,610,13310
10827,2009,585,13310
10828,2010,562,13310
10829,2011,572,13310
10830,2012,600,13310
10831,2013,580,13310
10832,2014,580,13310
10833,2015,580,13310
10834,2005,523,13314
10835,2006,513,13314
10836,2007,541,13314
10837,2008,500,13314
10838,2009,487,13314
10839,2010,472,13314
10840,2011,454,13314
10841,2012,440,13314
10842,2013,400,13314
10843,2014,410,13314
10844,2015,390,13314
10845,2005,1180,13315
10846,2006,1171,13315
10847,2007,1222,13315
10848,2008,1176,13315
10849,2009,1134,13315
10850,2010,1155,13315
10851,2011,1208,13315
10852,2012,1190,13315
10853,2013,1190,13315
10854,2014,1160,13315
10855,2015,1200,13315
10856,2005,5954,13316
10857,2006,5839,13316
10858,2007,6340,13316
10859,2008,5820,13316
10860,2009,5785,13316
10861,2010,5696,13316
10862,2011,5614,13316
10863,2012,5660,13316
10864,2013,5580,13316
10865,2014,5550,13316
10866,2015,5520,13316
10867,2005,3493,13317
10868,2006,3407,13317
10869,2007,3537,13317
10870,2008,3261,13317
10871,2009,3230,13317
10872,2010,3276,13317
10873,2011,3277,13317
10874,2012,3250,13317
10875,2013,3210,13317
10876,2014,3150,13317
10877,2015,3260,13317
10878,2005,1161,13318
10879,2006,1156,13318
10880,2007,1252,13318
10881,2008,1154,13318
10882,2009,1125,13318
10883,2010,1132,13318
10884,2011,1144,13318
10885,2012,1140,13318
10886,2013,1170,13318
10887,2014,1160,13318
10888,2015,1200,13318
10889,2005,950,13319
10890,2006,887,13319
10891,2007,961,13319
10892,2008,898,13319
10893,2009,914,13319
10894,2010,879,13319
10895,2011,934,13319
10896,2012,880,13319
10897,2013,820,13319
10898,2014,840,13319
10899,2015,800,13319
10900,2005,1857,13320
10901,2006,1774,13320
10902,2007,1893,13320
10903,2008,1794,13320
10904,2009,1727,13320
10905,2010,1725,13320
10906,2011,1718,13320
10907,2012,1710,13320
10908,2013,1650,13320
10909,2014,1690,13320
10910,2015,1700,13320
10911,2005,1186,13322
10912,2006,1107,13322
10913,2007,1190,13322
10914,2008,1110,13322
10915,2009,1096,13322
10916,2010,1095,13322
10917,2011,1077,13322
10918,2012,1050,13322
10919,2013,1070,13322
10920,2014,1030,13322
10921,2015,1030,13322
10922,2005,8952,13323
10923,2006,8535,13323
10924,2007,8925,13323
10925,2008,8542,13323
10926,2009,8412,13323
10927,2010,8449,13323
10928,2011,8512,13323
10929,2012,8520,13323
10930,2013,8370,13323
10931,2014,8310,13323
10932,2015,8380,13323
10933,2005,1818,13324
10934,2006,1784,13324
10935,2007,1993,13324
10936,2008,1824,13324
10937,2009,1741,13324
10938,2010,1736,13324
10939,2011,1788,13324
10940,2012,1720,13324
10941,2013,1690,13324
10942,2014,1700,13324
10943,2015,1700,13324
10944,2005,861,13325
10945,2006,802,13325
10946,2007,881,13325
10947,2008,822,13325
10948,2009,800,13325
10949,2010,846,13325
10950,2011,814,13325
10951,2012,830,13325
10952,2013,850,13325
10953,2014,870,13325
10954,2015,860,13325
10955,2005,5143,13326
10956,2006,4865,13326
10957,2007,5047,13326
10958,2008,4781,13326
10959,2009,4703,13326
10960,2010,4676,13326
10961,2011,4715,13326
10962,2012,4630,13326
10963,2013,4620,13326
10964,2014,4600,13326
10965,2015,4520,13326
10966,2005,2108,13327
10967,2006,2035,13327
10968,2007,2164,13327
10969,2008,1958,13327
10970,2009,2005,13327
10971,2010,2040,13327
10972,2011,2041,13327
10973,2012,2030,13327
10974,2013,1980,13327
10975,2014,1990,13327
10976,2015,2010,13327
10977,2005,1156,13328
10978,2006,1090,13328
10979,2007,1163,13328
10980,2008,1094,13328
10981,2009,1065,13328
10982,2010,1046,13328
10983,2011,1028,13328
10984,2012,1020,13328
10985,2013,1010,13328
10986,2014,990,13328
10987,2015,1000,13328
10988,2005,3255,13329
10989,2006,3195,13329
10990,2007,3575,13329
10991,2008,3229,13329
10992,2009,3175,13329
10993,2010,3252,13329
10994,2011,3256,13329
10995,2012,3180,13329
10996,2013,3150,13329
10997,2014,3130,13329
10998,2015,3150,13329
10999,2005,275,13331
11000,2006,250,13331
11001,2007,278,13331
11002,2009,243,13331
11003,2010,245,13331
11004,2011,228,13331
11005,2012,230,13331
11006,2013,240,13331
11007,2014,220,13331
11008,2015,210,13331
11009,2005,2376,13332
11010,2006,2291,13332
11011,2007,2365,13332
11012,2008,2217,13332
11013,2009,2206,13332
11014,2010,2238,13332
11015,2011,2286,13332
11016,2012,2230,13332
11017,2013,2260,13332
11018,2014,2350,13332
11019,2015,2250,13332
11020,2005,90,13333
11021,2006,95,13333
11022,2007,93,13333
11023,2005,1186,13334
11024,2006,1154,13334
11025,2007,1246,13334
11026,2008,1185,13334
11027,2009,1144,13334
11028,2010,1145,13334
11029,2011,1118,13334
11030,2012,1160,13334
11031,2013,1120,13334
11032,2014,1080,13334
11033,2015,1030,13334
11034,2005,1459,13335
11035,2006,1433,13335
